"","STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08","WT09"
"4544","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-10-22",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4545","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-10-23",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4546","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-10-24",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4547","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-10-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4548","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-10-26",NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4549","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-10-27",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4550","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-10-28",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4551","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-10-29",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"4552","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-10-30",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4553","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-10-31",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4554","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-01",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4555","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-02",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4556","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-03",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4557","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-04",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4558","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-05",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4559","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-06",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4560","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-07",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4561","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-08",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4562","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-09",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4563","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-10",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4564","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-11",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4565","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-12",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4566","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-13",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4567","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-14",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4568","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-15",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4569","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-16",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4570","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-17",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4571","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-18",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4572","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-19",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4573","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-20",NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4574","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-21",NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4575","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-22",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4576","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-23",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4577","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-24",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4578","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-25",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4579","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-26",NA,NA,NA,NA,0.06,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4580","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-27",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4581","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-28",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4582","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-29",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4583","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-11-30",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4584","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-01",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4585","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-02",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4586","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-03",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4587","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-04",NA,NA,NA,NA,0.36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4588","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-05",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4589","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-06",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4590","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-07",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4591","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-08",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4592","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-09",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4593","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-10",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4594","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-11",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4595","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-12",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4596","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-13",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4597","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-14",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4598","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-15",NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4599","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-16",NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4600","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-17",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4601","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-18",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4602","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-19",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4603","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-20",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4604","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-21",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4605","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-22",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4606","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-23",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4607","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-24",NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4608","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-25",NA,NA,NA,NA,0.52,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4609","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-26",NA,NA,NA,NA,0.12,2,4,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"4610","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-27",NA,NA,NA,NA,0.03,0.2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"4611","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-28",NA,NA,NA,NA,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4612","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-29",NA,NA,NA,NA,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4613","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-30",NA,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4614","US1NELA0041","MALCOLM 0.3 SSE, NE US","2023-12-31",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4615","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-01",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4616","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-02",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4617","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-03",NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4618","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-04",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4619","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-05",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4620","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-06",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4621","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-07",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4622","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-08",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4623","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-09",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4624","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-10",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4625","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-11",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4626","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-12",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4627","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-13",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4628","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-14",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4629","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-15",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4630","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4631","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-17",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4632","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4633","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-19",NA,NA,NA,NA,0.6,0.2,0.2,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"4634","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-20",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4635","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-21",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4636","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-22",NA,NA,NA,NA,0.12,1,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"4637","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-23",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4638","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-24",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4639","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-25",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4640","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-26",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4641","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-27",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4642","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-28",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4643","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-29",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4644","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-30",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4645","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-01-31",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4646","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-01",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4647","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-02",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4648","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-03",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4649","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-04",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4650","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-05",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4651","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-06",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4652","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-07",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4653","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-08",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4654","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-09",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4655","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-10",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4656","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-11",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4657","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-12",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4658","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-13",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4659","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-14",NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4660","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-15",NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4661","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-16",NA,NA,NA,NA,0.34,7,7,NA,NA,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA
"4662","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-17",NA,NA,NA,NA,0.06,0.5,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"4663","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-18",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4664","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-19",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4665","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-20",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4666","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-21",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4667","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4668","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-23",NA,NA,NA,NA,0.01,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4669","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-24",NA,NA,NA,NA,0.03,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4670","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-25",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4671","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-26",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4672","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-27",NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4673","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-02-28",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4674","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-03-01",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4675","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-03-02",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4676","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-03-03",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4677","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-03-04",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4678","US1NELA0063","LINCOLN 3.9 ESE, NE US","2023-03-05",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
